,FileName,Description
1754,018593.jpg,A young woman with voluminous brown medium-length brown hair parted at the side of her head. Her eyebrows are thin and they are brown. Her eyes are small and she is smiling with her teeth showing. Her lips are painted in a dark pink tone.
1755,175601.jpg,"A tanned man with short, black hair, a chiselled jaw, slightly hollow cheeks, full lips, thick eyebrows and a faint 5 o'clock shadow."
1756,175601.jpg,A young man with short dark-coloured hair and small eyes. His eyebrows are rather thick and his lips are also thick. A stubble beard is growing around them. He has got a well-defined jawline
1757,052268.jpg,"A man with a tanned skin tone, having a thing moustache, short shaved black hair and a focused expression."
1758,110811.jpg,"A pale man with short, dark-brown, receding hair, a large nose, a stubble beard and a frown."
1759,110811.jpg,A young man with short brown hair and small dark eyes. His lips are thick and his mouth is open. His front teeth are visible. A stubble beard is growing around his lips and along his jawline. He seems scared of something.
1760,054723.jpg,A young woman with straight brown hair. She is wearing a pair of sunglasses on her head. Her eyes are dark-coloured and small and there is some make-up around them. Her lips are thin and she is smiling
1761,079152.jpg,"A man with short, brown hair and a receding hairline. He has a big nose and stubble."
1762,094095.jpg,A young woman with blonde hair pulled back. Her eyes are brown and there is heavy black make-up around them. She is smiling and her upper teeth are visible.
1763,101200.jpg,"A pale woman with long, straight, blond hair and blue eyes. She has soft features and full lips."
1764,124648.jpg,"A pale, young woman with medium-length blond hair and blue eyes. She has sculpted, arched eyebrows and a wide smile, accentuated by her dimples."
1765,124648.jpg,A young woman with short blonde hair. Her roots are brown and her eyebrows are brown as well. Her eyes are blue and there is black make-up around her eyes. Her nose is small and her lips are thin. She has got a wide smile. Her upper teeth are visible
1766,041193.jpg,"An older black man with a shaved head, small protruding ears, a slightly upturned nose, full lips and droopy features."
1767,148269.jpg,"A woman with long, brown hair, pale skin, very thin eyebrows and dark eyes. She is smiling and she has a pointed chin."
1768,148269.jpg,A young woman with a narrow face and dark hair. Her eyes are dark-coloured and small. Her nose is small and her lips are thin. She is smiling and her upper teeth are visible
1769,129401.jpg,"A young man with a dark complexion, dark eyes, a wide nose and narrow lips. He is wearing a beanie."
1770,129401.jpg,A young man with short brown hair wearing a dark-coloured beanie. His eyebrows are thick and dark-coloured and his eyes are dark. His nose is somewhat wide and he has got a heavy lower lip. His lips are parted and his upper teeth are visible. He is wearing an earring and a necklace.
1771,190070.jpg,"A woman with bob brown hair, narrow black eyes and very narrow lips. She has a round face and is wearing earrings."
1772,190070.jpg,A young Chinese-looking woman with bob dark hair and a fringe. Her eyes are dark-coloured and small and her lips are thin. She is smiling
1773,035129.jpg,An old man with a round wrinkly face. He is balding and has squinty eyes.
1774,035129.jpg,An old man with short brown hair and wrinkles on his face. His eyes are small and dark-coloured. His lips are thin and his mouth is open.
1775,005541.jpg,"A pale woman with long, wavy, dark-brown hair, thick eyebrows, a small nose, full lips and a cleft chin."
1776,090428.jpg,"An old woman with neatly tied back, black hair, thick eyebrows a small nose and slightly droopy features."
1777,090428.jpg,An elderly woman with large silver earrings and straight black hair parted in the centre.
1778,003359.jpg,"A smiling woman with narrow eyes, arched eyebrows and light makeup. She has shoulder-length, wavy, light-brown hair with dark roots."
1779,114008.jpg,A woman with very big green eyes and dark defined eyebrows. She has long full chocolate brown hair and very narrow lips.
1780,114008.jpg,A young girl with long wavy brown hair parted in the middle. Her eyes are blue and her nose is small. Her lips are wide and thin. She is smiling. Her face is oval-shaped.
1781,082006.jpg,"An old man with receding, grey hair, blue eyes, no eyebrows, thin lips and a droopy face with a prominent chin."
1782,082006.jpg,An old man with black-grey hair combed back. He is very light-skinned. His eyebrows are very thin. His eyes are a light shade of blue. His nose is small and his lips are pursed. He seems to be looking into the distance.
1783,043899.jpg,A young girl with long blonde curled hair pulled back A strand of hair fell over her face. She has got light-coloured eyes. Her lips are full and they are painted red. She is biting her lower lip.
1784,155081.jpg,"A woman with long, straight, black hair, sculpted eyebrows and a pair of glasses. She is wearing light makeup and is smiling."
1785,155081.jpg,A young woman with straight dark hair and big blue eyes. There is some make-up around her eyes. She is wearing a pair of glasses. Her lips are thin and her mouth is open. Her upper teeth are tongue are visible. 
1786,179417.jpg,"A young woman with long, straight, brunette hair. She has tanned skin, with lighter patches and thin eyebrows."
1787,179417.jpg,"A woman who seems to be anxious or tired, with a distant look in her eyes. She has straightened brown hair and thin eyebrows."
1788,046338.jpg,A middle-aged man wearing a white cowboy hat. His hair is brown and his eyes are small and dark-coloured. He is smiling and his lips are thin
1789,122690.jpg,"A tanned woman with long, straight, dark-brown hair and a fringe. She has dark eyes, full cheeks and a pearly-white smile."
1790,122690.jpg,A young woman with voluminous dark hair and big brown eyes. There is some dark make-up around her eyes. Her lips are thin and they are stretched into a smile. Her upper teeth are visible. She is smiling and she is wearing a pair of long earrings
1791,073054.jpg,"A tanned woman with long, straight, brunette hair, thick, sculpted eyebrows and heterochromia with one brown eye and one green eye. She has a long nose and full lips."
1792,169373.jpg,"A woman with long dark hair, black eyes and a big smile with thin lips."
1793,169373.jpg,A middle-aged woman with frizzy dark hair and big dark eyes. There is black make-up around her eyes. Her nose is somewhat wide and her lips are thin. Her teeth are visible and she is smiling
1794,070907.jpg,A young man with dark hair combed backwards. His eyes are small and he is staring at something or someone. His nose is small and his lips are thin. His mouth is slightly open. A stubble beard is growing on his face
1795,141459.jpg,"A young woman with long, brown hair which is tied back in a bun. She has sculpted eyebrows and slight makeup."
1796,179727.jpg,"A young boy with a cleft chin and short, dark brown hair. He is wearing round spectacles. "
1797,181700.jpg,A young woman with her hair combed backwards. Her eyes are dark-coloured and big and her lips are heart-shaped. She looks serious
1798,081090.jpg,A middle-aged woman with dark skin and  light-brown hair. She is staring at something. She is wearing big black sunglasses. Her lips are thick. She is wearing a scarf.
1799,016764.jpg,A curly-haired young man with bushy eyebrows and a wide nose. He is smiling and has pale skin.
1800,016764.jpg,A young man with voluminous long brown hair and small eyes. His eyebrows are thick. His nose is small and his lips are thin. He is smiling and his upper teeth are visible
1801,134231.jpg,"A very pale woman with neatly tied back black hair, thick, sculpted eyebrows, a long nose, narrow eyes and a strong jaw with a cleft chin."
1802,155002.jpg,"A woman with long, straight, blond hair and dark roots. She has a strong jaw with a pointed chin, prominent cheeks, and a long, narrow nose."
1803,155002.jpg,A young woman with blonde hair and dark brown roots. Her eyes are dark and big and there is dark make-up around them. Her nose is small and her lips are thin. She is wearing a pair of earrigns.
1804,156515.jpg,"A woman with long, brownish hair and a slight sneer. She has a sharp jaw with otherwise soft features."
1805,156515.jpg,A young woman with long hair. Her eyes are almost closed and she is frowning. Her lips are thin
1806,092432.jpg,"A smiling, plump woman with thin eyebrows, a round face, a double chin, a large forehead and tied-back, brown hair."
1807,189560.jpg,A young boy with dark hair and dark-coloured eyes. His nose is small and his lips are very thin. His upper teeth are visible. He seems to have a very well-defined jawline
1808,014806.jpg,"A woman with long, partially tied-back, brown hair, a wide nose, a smile and a round face with soft features."
1809,014806.jpg,A young woman with brown hair parted in the middle. The woman's skin tone is light and her facial features are small. She is wearing natural make-up. She is smiling.
1810,099022.jpg,"An old man with long, messy, black hair and sunglasses. He has full lips and droopy features."
1811,194622.jpg,A middle-aged woman with wavy brown hair and big brown eyes. Her lips are thin and she looks serious. She is wearing a pair of hoop earrings.
1812,087058.jpg,"A woman a tanned complexion, long dark hair, grey eyes and full lips. She is wearing heavy makeup."
1813,087058.jpg,A young woman with thick dark hair and small blue eyes with heavy black make-up around them. Her nose is narrow and her lips are somewhat thick. She has got a heavy lower lip.
1814,135782.jpg,"A tanned woman with long, straight, blond hair and dark roots. She has a large nose, full cheeks, a prominent chin and a wide smile."
1815,053914.jpg,"A pale woman with tied-back blond hair, drawn-on eyebrows, a long nose, a wide smile and light makeup."
1816,053914.jpg,A young blonde lady with brown roots coming out. Her eyebrows are very thin and her eyes are small. She has full cheeks and wide thin lips painted red. Her lips are parted and her teeth are showing. Her complexion is very fair. The lady is wearing a pair of long earrings.
1817,095596.jpg,"A pale man with short, wavy, light-brown hair and bangs. He has a strong jaw with a 5 o'clock shadow and cleft chin."
1818,095596.jpg,A middle-aged man with short brown hair and small dark eyes. His nose is narrow and his lips are thin but wide. He is smiling softly
1819,099958.jpg,"An older, Asian woman with long, brown hair with blond streaks. She has thin eyebrows and a smile."
1820,099958.jpg,A Chinese-looking woman with brown hair and blonde highlights. Her eyebrows are brown and they're very thin. Her eyes are brown. Her lips are thin and they are parted as she's smiling. Her teeth are showing. She is wearing long earrings.
1821,108916.jpg,A bald black man with a goatee and dark eyes.
1822,200574.jpg,A young girl with brown hair and small brown eyes. There is some make-up around her eyes. Her lips are somewhat thick and her skin is tanned. She has got a well-defined jawline
1823,045757.jpg,"A pale woman with long, slightly messy, brown hair and full lips. She has a prominent jawline."
1824,045757.jpg,A young woman with straight dark hair and small dark eyes. Her nose is small and her lips are somewhat thick. She looks serious
1825,089317.jpg,"A pale woman with neatly tied back blond hair, thin, sculpted eyebrows a pointed nose and high cheekbones. She has pointed ears and she is wearing makeup."
1826,154050.jpg,A man with short brown hair and a wrinkled brow. He has stubble and prominent cheeks.
1827,154050.jpg,A young man with short brown hair and blue eyes. His lips are thin and a stubble beard is growing around them and along his jawline. He has got a well-defined jawline.
1828,097396.jpg,"A smiling, dark-skinned woman with full lips and sculpted eyebrows. She has long, blond hair which is tied back."
1829,097396.jpg,"A smiling dark skinned woman with long earrings, large lips and full cheeks."
1830,150967.jpg,"A tanned woman with long, straight, dark-brown hair, blue eyes, a small nose and full lips. She has thin, sculpted eyebrows and she is wearing heavy makeup."
1831,150967.jpg,A young girl with long brown hair and a fringe. Her eyes are blue and there is black make-up around them. Her lips are thick. She has got a serious look.
1832,010396.jpg,"A pale young man with short, brown hair and some stubble. He has a wide nose and slight wrinkles."
1833,031352.jpg,"A young woman with a strong jaw and high cheekbones. She is wearing makeup and has long, brunette hair."
1834,031352.jpg,A young woman with long straight hair and some highlights. Her eyes are small and her nose is straight. Her lips are open and her teeth can be seen. The woman is wearing a substantial amount of make-up. She is also wearing earrings and a beaded necklace.
1835,056466.jpg,"A tanned man with messy, short, black hair. He has a chinstrap beard, a moustache and thick eyebrows."
1836,056466.jpg,A young man with scruffy short brown hair and thick eyebrows. His eyes are small. His lips are heart-shaped and he has got a beard growing on the moustache area and along his jaw.
1837,046856.jpg,"A woman with blonde shoulder length hair, a straight nose and full narrow lips. She has a square shaped chin."
1838,046856.jpg,A young lady with short blonde hair parted at the side of her head. The woman woman's eyes can't be seen as she is looking down. She seems to be deep in thought. Her lips are slightly parted. The girl has got a square jaw.7
1839,135426.jpg,"A blonde man with blue eyes and blonde hair. He has a big smile, white teeth and laughing lines on his cheeks."
1840,194660.jpg,"A man with a beaky nose and black hair. His mouth is open and he is scowling, with a furrowed brow."
1841,194660.jpg,A man with dark hair and small dark eyes. He has got an arched nose. His mouth is open wide and he is screaming and shouting.
1842,125282.jpg,A black man with long dark brown dreadlocks and black eyes. He has a slightly wide nose and full lips. He has a dark beard.
1843,125282.jpg,A young dark-skinned man wearing a white beanie. His eyebrows are thick and his eyes are brown. His lips are quite thick and they are slightly parted. A beard is growing around his lips. His hair is braided
1844,133673.jpg,"A pale young man with a light-brown bowl cut, light eyes and a round face with a smile."
1845,050948.jpg,"A woman with straight brown hair, black eyes, a straight nose and slightly full lips. She has quite a dark complexion."
1846,050948.jpg,A young girl with a brown skin tone. There is sweat on her face. Her hair is brown and it is parted at the side of her head. Her eyes are dark-coloured and her lips are heart-shaped. The girl's cheekbones are well-defined. She is looking serious.
1847,046632.jpg,"A man with long brown hair. He has suntanned skin and bushy eyebrows. His eyes are small and narrow. His lips are parted and his teeth are showing. Around the man's lips a stubble beard can be seen. While  most of it is the same colour as the man's hair, the part of the beard at the chin is white."
1848,058996.jpg,"A man with short, dark-brown hair, thick eyebrows, dark eyes, a large nose, full lips and slight facial hair."
1849,059466.jpg,A Korean-looking young man with black hair and a black fringe. His eyebrows are thick and his eyes are small. He is pouting.
1850,082216.jpg,A man with flat black hair and bushy black eyebrows. He has black eyes and big lips.
1851,094072.jpg,A young man with short brown hair and small brown eyes. His nose is small and his lips are thin. A beard is growing on the man's facw
1852,100354.jpg,"A dark-skinned woman with long, straight, black hair and a roundish face. She has full lips and sculpted eyebrows."
1853,100354.jpg,A young woman with long straight dark hair and dark eyes. There is some make-up around her eyes. Her lips are somewhat thick. The girl has got a serious look on her face
1854,011899.jpg,"A black man with a squarish face. He has short, black hair and bushy eyebrows, a wide nose and full lips."
1855,011899.jpg,A young dark-skinned man with short dark hair. His eyebrows are thick. His eyes are dark and small and his nose is pretty wide. His lips are quite thick and a stubble beard is growing around them. He looks serious
1856,139239.jpg,"A wrinkled male face with short brown hair, big ears and nose and small light brown eyes."
1857,140382.jpg,"A bald, old man with a scraggly beard, full lips, a long nose, and a wrinkly face with droopy features."
1858,140382.jpg,A bald old man with wrinkles on his forehead. He has got light brown eyebrows and a grey-white beard. His eyes are small and they are dark-coloured. His eyelids look as though they are a little ħswollen.
1859,198048.jpg,"A young Asian woman with long, dark-brown hair and bangs. She has a sharp chin and she is pouting and wearing makeup."
1860,198048.jpg,"An east asian woman with a tanned skin, glossy black hair, high cheek bones and pursed lips."
1861,018069.jpg,"A woman with long, straight, black hair and a strong jaw with a cleft chin. She has sculpted eyebrows and is wearing makeup."
1862,018069.jpg,"A woman with long black hair, wide jaw, blue eyes, and a small mouth with full lips."
1863,058392.jpg,"A profile shot of a man with a stubble beard, short sideburns, full cheeks and a prominent chin. He is smiling and wearing a black cap."
1864,052950.jpg,"A pale young man with slightly messy hair, a chiselled jawline and full lips. He also has bushy eyebrows and slightly narrow eyes."
1865,052950.jpg,A young boy with short brown hair and small brown eyes. His lips are round and hints of a beard can  be seen on his face. His jawline is well-defined
1866,035352.jpg,"A woman with long, wavy, brunette hair. She has a wide smile and bags under her eyes."
1867,035352.jpg,A young woman with brown hair and small brown eyes with make-up around them. Her lips are thin and her upper teeth are visible. She is smiling. She is wearing a pair of small earrings
1868,097121.jpg,A young lady with brown hair. She is looking down. She has got thin brown eyebrows and a straight nose. The lady is wearing eye shadow and lipstick and she is also wearing a pair of large hoop earrings.
1869,031222.jpg,"A dark-skinned man with a shaved head, eyebrows set in a straight and and closed eyes. His mouth is open and his teeth and tongue can be seen. The man does not look happy."
1870,182492.jpg,"An elderly woman with messy blonde hair at shoulder length, wearing small purple tinted glasses and having a wide toothy smile with laugh lines."
1871,196309.jpg,A man with a navy blue cap. He looks very fair. His eyes are very small and his lips are very thin. They are parted and his upper teeth are visible. The man seems tired.
1872,121205.jpg,"A person with black, shaved hair, a wide nose and full lips. They have a long, oval-shaped head and they are wearing glasses."
1873,041269.jpg,"A bald man with thick eyebrows, a slightly wide nose and an open mouth."
1874,041269.jpg,"A bald man with bushy dark-coloured eyebrows. His eyes are dark in colour and small. His lips are thin and they are parted, as he is speaking. His teeth can be seen."
1875,193371.jpg,"A woman with shoulder-length, wavy, brunette hair, blue eyes, high cheekbones and hollow cheeks. She has a narrow nose and she is wearing makeup."
1876,193371.jpg,A young girl with medium-length brown hair parted at the side of her head. Her eyes are blue and there is black make-up around them. Her lips are painted with lipstick and they are slightly parted. Her cheekbones are well-defined.
1877,032423.jpg,A black man with short dark hair and a stubble beard. He has white teeth and a bulbous nose.
1878,198818.jpg,"A man with black hair, a straight nose and full straight lips. He is wearing very big black sunglasses."
1879,201338.jpg,"A man with short sparse black hair and a large nose, looking downwards and wearing headphones."
1880,050955.jpg,A young woman with blonde hair and light-coloured eyes. Her nose is small and her lips are thin. She is smiling
1881,013752.jpg,"An older woman with medium-length, messy, dark-brown hair and a fringe. She has prominent cheeks, drawn-on eyebrows and a smiling, round face with slightly droopy features."
1882,073370.jpg,A light-skinned woman with brown hair gelled around her head. Her ears are somewhat big in relation to the size of her face. Her eyebrows are coloured in a very light tone. Her eyes are crystal clear blue. She has got a mysterious look. She has got full lips painted red.
1883,031146.jpg,"An older woman with long, brunette hair. She is pale and wearing light makeup. She also has a prominent chin and some wrinkles."
1884,152975.jpg,"A smiling, ginger woman with long hair, pale skin, prominent cheeks and a pointed chin. She is wearing a wool hat and heavy makeup."
1885,135046.jpg,"A pale woman with long, straight, brunette hair, dark eyes, thin eyebrows, a long nose and full lips. She is wearing makeup and she has a strong jawline."
1886,135046.jpg,A young woman with straight red hair and big brown eyes. There is some make-up around her eyes. Her nose is small and her lips are thin. She seems to be wearing brown lipstick. She is wearing a pair of earrings
1887,030085.jpg,"A woman with long, braided, brunette hair. She has soft features and is wearing makeup."
1888,030085.jpg,A young girl with dark-coloured braided hair. Her eyes are dark-coloured and there is black make-up around them. Her lips are somewhat thick and they are painted pink.
1889,137088.jpg,"A pale man with short, receding, light-brown hair, a trimmed beard, green eyes, a long nose and a strong jawline."
1890,137088.jpg,A young man with short brown hair combed backwards and small blue eyes. His lips are thin and a stubble beard is growing on his face. He is smiling.
1891,109925.jpg,"A woman with long, blond hair, heavy makeup, blue eyes, thin eyebrows and full lips."
1892,090988.jpg,A dark-skinned man wearing a red turban and spectacles. He has bushy eyebrows and a full beard.
1893,169567.jpg,A woman with wavy long brown hair parted at the side of her head. Her eyes are dark-coloured and she is wearing black make-up around them. Her lips are thin and they are parted. She is smiling and her upper teeth are visible. She is wearing a pair of hoop earrings.
1894,014330.jpg,"A woman with dark brown wavy hair, big light brown eyes and a straight nose. She has wide lips."
1895,014330.jpg,A young woman with brown hair and dark eyes. There is a considerable amount of dark make-u around her eyes. Her lips are thin and they are painted pink. Her teeth are visible. She is smiling and she is wearing a pair of long earrings
1896,022105.jpg,"A man with a prominent chin and long, straight hair. He's wearing a camo pattern cowboy hat and has slight stubble."
1897,022105.jpg,"A young man dressed like a cowboy. He is wearing a fancy hat with military print. His eyes are small and his lips are pressed together. A stubble beard is growing around his lips. His hair is brown, straight and long."
1898,192495.jpg,"A man with short, receding, brown hair, thin eyebrows, narrow eyes and a small nose. He has a pouting open mouth and a slightly wrinkly face."
1899,192495.jpg,A middle-aged man with short brown hair and very small eyes. His mouth is open as he is talking. His front teeth are visible.
1900,010536.jpg,"A pale, young man with a round case, green eyes and a slight smile. He has shoulder-length, curtained, wavy, brown hair."
1901,160427.jpg,"A young, brunette woman with rosy cheeks. She has a wide nose and full lips and appears to be wearing makeup."
1902,166928.jpg,"A pale man with short, black hair, thick eyebrows, a long, pointed nose, a 5 o'clock shadow and a strong jawline."
1903,166928.jpg,"A young man with short dark hair, thick eyebrows, and big brown eyes. His lips are heart-shaped and a stubble beard is growing around them. He has got a well-defined jawline"
1904,020160.jpg,A light-skinned young man with medium-length brown hair and squinty eyes. He has a wide nose and a round face.
1905,020160.jpg,A young man with short brown hair and small brown eyes. He has got a fringe. His nose is small and his lips are thin. He looks quite serious
1906,027038.jpg,"A man with short, black sideburns and a soul patch. He has bushy eyebrows, a wide nose and is wearing a red cap."
1907,027038.jpg,A young man wearing a red cap. His eyebrows are thick and his eyes are blue. His lips are thin and hints of a stubble beard can be seen on his face. He has got a goatie. His jawline is well-defined
1908,178099.jpg,A smiling man with a square face and a strong jaw. He has short brunette hair and a wide nose.
1909,178099.jpg,A young man with short brown hair and small eyes. His nose is small and his lips are thin. He is smiling
1910,094520.jpg,"A young man with short, wavy hair and a large grin. He has a slight cleft chin, a wide nose and his eyes are squinting slightly. "
1911,094520.jpg,A young man with short brown hair combed backwards. Some of his hair is dyed blonde. His eyes are small and his nose is somewhat big. His lips are thin and his teeth are visible. He seems to be happy
1912,186483.jpg,"A dark-skinned woman with long, dark-brown hair, thin eyebrows and a wide nose. She is wearing dangly earrings."
1913,092967.jpg,"A woman with a big forehead and mid-length brown wavy hair. She has brown almond-shaped eyes, a delicate nose and thin lips. She has an open smile."
1914,157051.jpg,"A bald, black man with thick eyebrows, narrow eyes, full lips and pointed ears."
1915,058131.jpg,A man with brown hair and thick eyebrows. His eyes are brown. Wrinkles can be seen on his face. His lips are parted and his upper teeth are visible. Marks of a beard can be seen on his face.
1916,083008.jpg,"A slightly tanned woman with long, blond hair and dark roots. She has a narrow nose, full cheeks, thin eyebrows and she is wearing makeup."
1917,055391.jpg,"A pale old woman with short, blond hair, drawn-on eyebrows, prominent cheeks, thin lips and a long, wrinkly face. She is wearing light makeup."
1918,055391.jpg,An old woman with voluminous blonde hair. Her eyebrows are thin. Her eyes are blue and small and there is some black make-up around them. Her make-up looks very natural. She is wearing nude lipstick. She's also wearing a necklace.
1919,008034.jpg,"A young woman with long, brunette, windswept hair. She has an angular face, with high cheekbones and is wearing makeup."
1920,008034.jpg,"A long female face with a neutral expression, having an amber skin tone, green eyes and messy brown-blonde hair."
1921,126396.jpg,A young bald dark-skinned man. His eyes are dark-coloured and his nose is wide. His lips are somewhat thick and a beard is growing around them
1922,149468.jpg,"A man with short, blakc hair, a trimmed beard, a wide nose and full lips. He has dark skin and he is wearing a hat."
1923,149468.jpg,A man wearing a light-coloured hat. He has got brown eyes and his lips have sharp edges. A stubble beard is growing on his face.
1924,157790.jpg,A young man with black hair and some grey hairs on the sides. He has got thick black eyebrows and brown eyes. His lips are thin and they are pressed into a smile. A beard is growing.
1925,135607.jpg,A man with brown hair. He looks young and he has got brown eyes. His eyebrows are raised and he is looking up. His features are small and around his lips there is a stubble beard.
1926,143938.jpg,"A balding man with thin, light-brown hair. He has a wide nose, full lips and prominent cheeks."
1927,143938.jpg,A young man with short dark hair and a receding hairline. His eyes are dark-coloured and small and his lips are thin. He is smiling
1928,017072.jpg,"A smiling woman with long wavy red hair, wrinkly pale skin, wide nose and mouth, and wearing sunglasses on her head."
1929,017044.jpg,A young woman with dark hair and big dark eyes. Her lips are thin and they are painted red. She is smiling
1930,041675.jpg,A young woman with brown hair and big blue eyes. There is some natural-looking make-up around them. Her lips are thin and she has got a serious look on her face. Her jawline is well-defined
1931,131035.jpg,"A woman with long, blond hair and dark roots. She has sunglasses on top of her head and a wide smile.."
1932,104011.jpg,A young woman with blonde hair and brown roots. Her eyes are dark-coloured and small and there is some make-up aronud them. Her lips are thin. She has got a mysterious look
1933,066812.jpg,"A woman with curly, black, tied-back hair with a white flower in it. She has a small nose and a bright smile with red lipstick. "
1934,066812.jpg,A woman with styled hair and small dark-coloured eyes. There is some dark make-up around her eyes. Her lower lip is thin while her upper lip is quite thick. Her teeth are visible. She is smiling. She is wearing a pair of large earrings.
1935,145740.jpg,"A woman with large but narrow eyes, having a dark skin complexion, with shoulder length wavy black hair, plucked eyebrows and an aquiline nose."
1936,057110.jpg,"A man with frizzy black hair, small narrow eyes, wide nose and a toothy smile."
1937,169949.jpg,"A man with long, black and blond hair, a fringe, dark eyes, full lips, a cleft chin and some makeup."
1938,169949.jpg,A young man with his half his hair dyed blonde. The other half is dark-coloured. The blonde part of his hair is acting like a fringe and it is covering one of his eyes. His eyes are brown. His lips are thin and on his upper lip hints of a stubble beard can be seen.
1939,000082.jpg,A middle-aged man with short brown hair and small brown eyes. His lips are thin and he is smiling. He has got a square jaw
1940,054736.jpg,A middle-aged man with short dark hair and a receding hairline. His eyes are small and his nose is small. His lips are thin
1941,054694.jpg,A young boy with medium-length brown hair and a fringe. His eyebrows are thick and his eyes are brown and small. His lips are thin and his upper teeth are visible. He has got a beauty spot above his lips
1942,094655.jpg,"A girl with a brown skin tone. Her hair is brown with blonde highlights. Her eyebrows are very thin and her eyes are brown, small and narrow Her lips are thin and they are parted. She is smiling with her teeth showing."
1943,068493.jpg,"A tanned man with short, black hair, greying sideburns, slightly hollow cheeks, high cheekbones and protruding, pointed ears."
1944,068493.jpg,A middle-aged man with dark hair and white hair on the sides of his head. His eyes are dark-coloured and his lips are thin. A stubble beard is growing just around his lips. He seems to be unable to comprehend something
1945,114635.jpg,"A woman with very strange makeup, a pale complexion and a bandana over her head."
1946,118325.jpg,"A woman with a round face, big dark eyes and a small nose and teeth. She has straight brown hair and bangs."
1947,118325.jpg,A Chinese-looking woman with dark-coloured hair pulled back and a curtain fringe. Her eyes are small and dark-coloured. Her lips are set into a smile. She is wearing a pair of earrings.
1948,062982.jpg,"A black woman with black, neatly tied back hair, thin sculpted eyebrows a wide nose and high cheekbones. She has large ears, full, smiling lips and she is wearing makeup."
1949,062982.jpg,A young girl with olive skin and dark-coloured hair parted in the middle. Her eyebrows are thin and her eyes are dark-coloured. There is black make-up around her eyes. Her nose is wide and her cheeks are pink. Her lips are thick and they are parted in a way that her upper teeth are visible. The woman is wearing a pair of earrings and smiling.
1950,137851.jpg,A woman with caramel-coloured hair and a wide smile. She is wearing makeup and has greenish eyes.
1951,137851.jpg,A young woman with straight brown hair and blue eyes with some black make-up around them. Her lips are thin and her upper teeth are visible. She is smiling. She is wearing a pair of long earrings
1952,132855.jpg,"A boy with messy straight hair, narrow dark eyes and narrow lips. He has a slight smile."
1953,006926.jpg,"A pale woman with long, slightly frizzy, dark-brown hair, thick, bushy eyebrows and a squarish face with a double chin."
1954,006926.jpg,A middle-aged woman with voluminous brown hair and big dark eyes. Her nose is small and her lips are thin. She is wearing no make-up at all
1955,008061.jpg,"A profile shot of a woman with a pointed nose, a prominent chin. a pair of sunglasses and black hair which is kept back by a bandana."
1956,035847.jpg,A young woman with black to blond ombré hair and a smile. She has blue eyes and her hair is long
1957,010147.jpg,"A man with short, brown hair, a large forehead, and a stubble beard. He has bushy eyebrows and a slight grin."
1958,010147.jpg,A young man with short brown hair styled in a messy way. His eyebrows are brown and thick and his eyes are very small and dark-coloured. He seems to be smirking. His lips are very thin and a stubble beard is growing around them.
1959,040638.jpg,A young man with short dark hair and small dark eyes. His nose is wide. His lips are somewhat thick and he is smiling. His upper teeth are visible. A stubble beard and a moustache are growing on his face.
1960,189830.jpg,A young woman with blonde hair and blue eyes with dark make-up around them. She is pouting.
1961,105561.jpg,A young woman with blonde hair and dark roots. Her eyes are dark-coloured and small and her lips are thin. She is smiling. 
1962,107725.jpg,"A tanned woman with long, wavy, blond hair, a fringe, a wide nose and a round face with full cheeks. She is wearing makeup and she has thin, drawn-on eyebrows."
1963,107725.jpg,A young woman with blonde hair with some light highlights. She has also got a fringe. Her eyes are brown and there is dark make-up around them. He nose is somewhat wide. Her lips are painted pink and her upper teeth are visible. She is smiling
1964,013258.jpg,"A man with longish, dark-brown hair, bushy eyebrows, a chin beard and a moustache. He is wearing glasses and he has an upturned nose."
1965,013258.jpg,A young man with short dark hair and small dark eyes. He is wearing a pair of oval-shaped glasses with a thin metal frame. His lips are thin and his front teeth are visible. A beard is growing around his lips
1966,118791.jpg,"A man with short, dark-brown hair, thick eyebrows, a trimmed beard and soft features. He is biting his lower lip."
1967,112807.jpg,A blond woman with blue eyes and very full lips. She has a strong jawline and prominent cheekbones.
1968,120057.jpg,A young man with short dark hair and small light-coloured eyes. His nose is narrow and his lips are somewhat thick. He looks serious.
1969,037364.jpg,A young girl with short light blonde hair and bright blue eyes with black make-up around them. Her lips are painted in lipgloss and they are slightly parted. Her upper teeth are visible.
1970,054675.jpg,A man with long straight blonde hair and blue eyes. He has a short bony nose and straight lips. He also has a full face stubble beard.
1971,054675.jpg,A young man with long blonde hair parted in the middle. His eyes are light-coloured and his lips are thin. He seems to be thinking. A beard is growing on his face.
1972,148587.jpg,"A woman with a heart-shaped face, a narrow white smile, light green eyes and blonde straight hair."
1973,091833.jpg,A pale older man with light-brown hair and a moustache. He has a wrinkly forehead and a wide smile.
1974,091833.jpg,An old man with brown hair combed backwards and small eyes. His lips are thin and his teeth are visible. He is smiling. He has got a moustache
1975,110131.jpg,"A woman with long brown wavy hair, dark eyes and very full lips. She is wearing makeup and has chandelier earrings."
1976,110131.jpg,A young woman with straight brown hair and small dark eyes with dark make-up around them. Her nose is small and her lips are thick. She is smiling and her upper teeth are visible. She is wearing a pair of earrings
1977,089929.jpg,"A smiling man with white teeth and high cheekbones. He has shoulder-length, wavy, black hair and thick eyebrows."
